Models list | formula                          |       R.sq |           Q.sq |         MAE |   Model_id |
| ('PC7', 'PC10', 'PC14', 'PC18')  | 0.138754   | -inf           | -inf        |       3997 |
| ('PC7', 'PC10', 'PC14', 'PC17')  | 0.200668   | -inf           | -inf        |       3996 |
| ('PC7', 'PC10', 'PC14', 'PC16')  | 0.115345   | -inf           | -inf        |       3995 |
| ('PC7', 'PC10', 'PC14', 'PC15')  | 0.115339   | -inf           | -inf        |       3994 |
| ('PC7', 'PC10', 'PC13', 'PC19')  | 0.160259   | -inf           | -inf        |       3992 |
| ('PC7', 'PC10', 'PC15', 'PC17')  | 0.181544   | -inf           | -inf        |       4001 |
| ('PC7', 'PC10', 'PC13', 'PC18')  | 0.168765   | -inf           | -inf        |       3991 |
| ('PC7', 'PC10', 'PC13', 'PC17')  | 0.23068    | -inf           | -inf        |       3990 |
| ('PC7', 'PC10', 'PC13', 'PC16')  | 0.145357   | -inf           | -inf        |       3989 |
| ('PC7', 'PC10', 'PC13', 'PC15')  | 0.14535    | -inf           | -inf        |       3988 |
| ('PC7', 'PC10', 'PC13', 'PC14')  | 0.164475   | -inf           | -inf        |       3987 |
| ('PC7', 'PC10', 'PC12', 'PC20')  | 0.113888   | -inf           | -inf        |       3986 |
| ('PC7', 'PC10', 'PC15', 'PC16')  | 0.096221   | -inf           | -inf        |       4000 |
| ('PC7', 'PC10', 'PC15', 'PC18')  | 0.119629   | -inf           | -inf        |       4002 |
| ('PC7', 'PC11', 'PC12', 'PC16')  | 0.0426764  | -inf           | -inf        |       4018 |
| ('PC7', 'PC10', 'PC17', 'PC20')  | 0.185282   | -inf           | -inf        |       4011 |
| ('PC7', 'PC11', 'PC12', 'PC15')  | 0.0426701  | -inf           | -inf        |       4017 |
| ('PC7', 'PC11', 'PC12', 'PC14')  | 0.0617944  | -inf           | -inf        |       4016 |
| ('PC7', 'PC11', 'PC12', 'PC13')  | 0.0918057  | -inf           | -inf        |       4015 |
| ('PC7', 'PC10', 'PC19', 'PC20')  | 0.114861   | -inf           | -inf        |       4014 |
| ('PC7', 'PC10', 'PC18', 'PC20')  | 0.123367   | -inf           | -inf        |       4013 |
| ('PC7', 'PC10', 'PC18', 'PC19')  | 0.134538   | -inf           | -inf        |       4012 |
| ('PC7', 'PC10', 'PC17', 'PC19')  | 0.196453   | -inf           | -inf        |       4010 |
| ('PC7', 'PC10', 'PC15', 'PC19')  | 0.111124   | -inf           | -inf        |       4003 |
| ('PC7', 'PC10', 'PC17', 'PC18')  | 0.204959   | -inf           | -inf        |       4009 |
| ('PC7', 'PC10', 'PC16', 'PC20')  | 0.0999587  | -inf           | -inf        |       4008 |
| ('PC7', 'PC10', 'PC16', 'PC19')  | 0.11113    | -inf           | -inf        |       4007 |
| ('PC7', 'PC10', 'PC16', 'PC18')  | 0.119636   | -inf           | -inf        |       4006 |
| ('PC7', 'PC10', 'PC16', 'PC17')  | 0.18155    | -inf           | -inf        |       4005 |
| ('PC7', 'PC10', 'PC15', 'PC20')  | 0.0999523  | -inf           | -inf        |       4004 |
| ('PC7', 'PC12', 'PC13', 'PC17')  | 0.175812   | -inf           | -inf        |       4054 |
| ('PC7', 'PC12', 'PC13', 'PC18')  | 0.113897   | -inf           | -inf        |       4055 |
| ('PC7', 'PC12', 'PC13', 'PC19')  | 0.105392   | -inf           | -inf        |       4056 |
| ('PC7', 'PC14', 'PC15', 'PC16')  | 0.0465419  | -inf           | -inf        |       4100 |
| ('PC7', 'PC14', 'PC16', 'PC18')  | 0.0699566  | -inf           | -inf        |       4106 |
| ('PC7', 'PC14', 'PC16', 'PC17')  | 0.131871   | -inf           | -inf        |       4105 |
| ('PC7', 'PC14', 'PC15', 'PC20')  | 0.0502732  | -inf           | -inf        |       4104 |
| ('PC7', 'PC14', 'PC15', 'PC19')  | 0.0614445  | -inf           | -inf        |       4103 |
| ('PC7', 'PC14', 'PC15', 'PC18')  | 0.0699503  | -inf           | -inf        |       4102 |
| ('PC7', 'PC14', 'PC15', 'PC17')  | 0.131865   | -inf           | -inf        |       4101 |
| ('PC7', 'PC13', 'PC19', 'PC20')  | 0.0951935  | -inf           | -inf        |       4099 |
| ('PC7', 'PC14', 'PC16', 'PC20')  | 0.0502796  | -inf           | -inf        |       4108 |
| ('PC7', 'PC13', 'PC18', 'PC20')  | 0.103699   | -inf           | -inf        |       4098 |
| ('PC7', 'PC13', 'PC18', 'PC19')  | 0.114871   | -inf           | -inf        |       4097 |
| ('PC7', 'PC13', 'PC17', 'PC20')  | 0.165614   | -inf           | -inf        |       4096 |
| ('PC7', 'PC13', 'PC17', 'PC19')  | 0.176785   | -inf           | -inf        |       4095 |
| ('PC7', 'PC13', 'PC17', 'PC18')  | 0.185291   | -inf           | -inf        |       4094 |
| ('PC7', 'PC13', 'PC16', 'PC20')  | 0.0802909  | -inf           | -inf        |       4093 |
| ('PC7', 'PC14', 'PC16', 'PC19')  | 0.0614508  | -inf           | -inf        |       4107 |
| ('PC7', 'PC14', 'PC17', 'PC18')  | 0.15528    | -inf           | -inf        |       4109 |
| ('PC7', 'PC12', 'PC13', 'PC20')  | 0.0942204  | -inf           | -inf        |       4057 |
| ('PC7', 'PC15', 'PC16', 'PC20')  | 0.0311553  | -inf           | -inf        |       4118 |
| ('PC7', 'PC15', 'PC19', 'PC20')  | 0.0460579  | -inf           | -inf        |       4124 |
| ('PC7', 'PC15', 'PC18', 'PC20')  | 0.0545637  | -inf           | -inf        |       4123 |
| ('PC7', 'PC15', 'PC18', 'PC19')  | 0.0657349  | -inf           | -inf        |       4122 |
| ('PC7', 'PC15', 'PC17', 'PC20')  | 0.116478   | -inf           | -inf        |       4121 |
| ('PC7', 'PC15', 'PC17', 'PC19')  | 0.127649   | -inf           | -inf        |       4120 |
| ('PC7', 'PC15', 'PC17', 'PC18')  | 0.136155   | -inf           | -inf        |       4119 |
| ('PC7', 'PC15', 'PC16', 'PC19')  | 0.0423265  | -inf           | -inf        |       4117 |
| ('PC7', 'PC14', 'PC17', 'PC19')  | 0.146774   | -inf           | -inf        |       4110 |
| ('PC7', 'PC15', 'PC16', 'PC18')  | 0.0508323  | -inf           | -inf        |       4116 |
| ('PC7', 'PC15', 'PC16', 'PC17')  | 0.112747   | -inf           | -inf        |       4115 |
| ('PC7', 'PC14', 'PC19', 'PC20')  | 0.0651822  | -inf           | -inf        |       4114 |
| ('PC7', 'PC14', 'PC18', 'PC20')  | 0.073688   | -inf           | -inf        |       4113 |
| ('PC7', 'PC14', 'PC18', 'PC19')  | 0.0848592  | -inf           | -inf        |       4112 |
| ('PC7', 'PC14', 'PC17', 'PC20')  | 0.135603   | -inf           | -inf        |       4111 |
| ('PC7', 'PC13', 'PC16', 'PC19')  | 0.0914622  | -inf           | -inf        |       4092 |
| ('PC7', 'PC13', 'PC16', 'PC18')  | 0.0999679  | -inf           | -inf        |       4091 |
| ('PC7', 'PC13', 'PC16', 'PC17')  | 0.161882   | -inf           | -inf        |       4090 |
| ('PC7', 'PC12', 'PC15', 'PC17')  | 0.126676   | -inf           | -inf        |       4065 |
| ('PC7', 'PC12', 'PC16', 'PC19')  | 0.0562623  | -inf           | -inf        |       4071 |
| ('PC7', 'PC12', 'PC16', 'PC18')  | 0.0647681  | -inf           | -inf        |       4070 |
| ('PC7', 'PC12', 'PC16', 'PC17')  | 0.126683   | -inf           | -inf        |       4069 |
| ('PC7', 'PC12', 'PC15', 'PC20')  | 0.0450848  | -inf           | -inf        |       4068 |
| ('PC7', 'PC12', 'PC15', 'PC19')  | 0.056256   | -inf           | -inf        |       4067 |
| ('PC7', 'PC12', 'PC15', 'PC18')  | 0.0647618  | -inf           | -inf        |       4066 |
| ('PC7', 'PC12', 'PC15', 'PC16')  | 0.0413534  | -inf           | -inf        |       4064 |
| ('PC7', 'PC13', 'PC15', 'PC20')  | 0.0802846  | -inf           | -inf        |       4089 |
| ('PC7', 'PC12', 'PC14', 'PC20')  | 0.0642091  | -inf           | -inf        |       4063 |
| ('PC7', 'PC12', 'PC14', 'PC19')  | 0.0753803  | -inf           | -inf        |       4062 |
| ('PC7', 'PC12', 'PC14', 'PC18')  | 0.0838861  | -inf           | -inf        |       4061 |
| ('PC7', 'PC12', 'PC14', 'PC17')  | 0.145801   | -inf           | -inf        |       4060 |
| ('PC7', 'PC12', 'PC14', 'PC16')  | 0.0604777  | -inf           | -inf        |       4059 |
| ('PC7', 'PC12', 'PC14', 'PC15')  | 0.0604714  | -inf           | -inf        |       4058 |
| ('PC7', 'PC12', 'PC16', 'PC20')  | 0.0450911  | -inf           | -inf        |       4072 |
| ('PC7', 'PC12', 'PC17', 'PC18')  | 0.150091   | -inf           | -inf        |       4073 |
| ('PC7', 'PC12', 'PC17', 'PC19')  | 0.141585   | -inf           | -inf        |       4074 |
| ('PC7', 'PC12', 'PC17', 'PC20')  | 0.130414   | -inf           | -inf        |       4075 |
| ('PC7', 'PC12', 'PC18', 'PC19')  | 0.0796707  | -inf           | -inf        |       4076 |
| ('PC7', 'PC12', 'PC18', 'PC20')  | 0.0684995  | -inf           | -inf        |       4077 |
| ('PC7', 'PC12', 'PC19', 'PC20')  | 0.0599937  | -inf           | -inf        |       4078 |
| ('PC7', 'PC13', 'PC14', 'PC15')  | 0.0956712  | -inf           | -inf        |       4079 |
| ('PC7', 'PC13', 'PC14', 'PC16')  | 0.0956775  | -inf           | -inf        |       4080 |
| ('PC7', 'PC13', 'PC14', 'PC17')  | 0.181      | -inf           | -inf        |       4081 |
| ('PC7', 'PC13', 'PC14', 'PC18')  | 0.119086   | -inf           | -inf        |       4082 |
| ('PC7', 'PC13', 'PC14', 'PC19')  | 0.11058    | -inf           | -inf        |       4083 |
| ('PC7', 'PC13', 'PC14', 'PC20')  | 0.0994089  | -inf           | -inf        |       4084 |
| ('PC7', 'PC13', 'PC15', 'PC16')  | 0.0765532  | -inf           | -inf        |       4085 |
| ('PC7', 'PC13', 'PC15', 'PC17')  | 0.161876   | -inf           | -inf        |       4086 |
| ('PC7', 'PC13', 'PC15', 'PC18')  | 0.0999616  | -inf           | -inf        |       4087 |
| ('PC7', 'PC13', 'PC15', 'PC19')  | 0.0914558  | -inf           | -inf        |       4088 |
| ('PC4', 'PC5', 'PC11', 'PC17')   | 0.166698   | -inf           | -inf        |       2549 |
| ('PC3', 'PC12', 'PC16', 'PC20')  | 0.0179071  | -inf           | -inf        |       2422 |
| ('PC4', 'PC5', 'PC11', 'PC15')   | 0.0813688  | -inf           | -inf        |       2547 |
| ('PC1', 'PC9', 'PC16', 'PC20')   | 0.0413791  | -inf           | -inf        |       1012 |
| ('PC1', 'PC9', 'PC19', 'PC20')   | 0.0562817  | -inf           | -inf        |       1018 |
| ('PC1', 'PC9', 'PC18', 'PC20')   | 0.0647874  | -inf           | -inf        |       1017 |
| ('PC1', 'PC9', 'PC18', 'PC19')   | 0.0759587  | -inf           | -inf        |       1016 |
| ('PC1', 'PC9', 'PC17', 'PC20')   | 0.126702   | -inf           | -inf        |       1015 |
| ('PC1', 'PC9', 'PC17', 'PC19')   | 0.137873   | -inf           | -inf        |       1014 |
| ('PC1', 'PC9', 'PC17', 'PC18')   | 0.146379   | -inf           | -inf        |       1013 |
| ('PC1', 'PC9', 'PC16', 'PC19')   | 0.0525503  | -inf           | -inf        |       1011 |
| ('PC1', 'PC10', 'PC11', 'PC13')  | 0.153899   | -inf           | -inf        |       1020 |
| ('PC1', 'PC9', 'PC16', 'PC18')   | 0.0610561  | -inf           | -inf        |       1010 |
| ('PC1', 'PC9', 'PC16', 'PC17')   | 0.122971   | -inf           | -inf        |       1009 |
| ('PC1', 'PC9', 'PC15', 'PC20')   | 0.0413727  | -inf           | -inf        |       1008 |
| ('PC1', 'PC9', 'PC15', 'PC19')   | 0.052544   | -inf           | -inf        |       1007 |
| ('PC1', 'PC9', 'PC15', 'PC18')   | 0.0610498  | -inf           | -inf        |       1006 |
| ('PC1', 'PC9', 'PC15', 'PC17')   | 0.122964   | -inf           | -inf        |       1005 |
| ('PC1', 'PC10', 'PC11', 'PC12')  | 0.1187     | -inf           | -inf        |       1019 |
| ('PC1', 'PC10', 'PC11', 'PC14')  | 0.123888   | -inf           | -inf        |       1021 |
| ('PC1', 'PC9', 'PC14', 'PC20')   | 0.060497   | -inf           | -inf        |       1003 |
| ('PC1', 'PC10', 'PC12', 'PC15')  | 0.117377   | -inf           | -inf        |       1030 |
| ('PC1', 'PC10', 'PC13', 'PC14')  | 0.171701   | -inf           | -inf        |       1036 |
| ('PC1', 'PC10', 'PC12', 'PC20')  | 0.121114   | -inf           | -inf        |       1035 |
| ('PC1', 'PC10', 'PC12', 'PC19')  | 0.132286   | -inf           | -inf        |       1034 |
| ('PC1', 'PC10', 'PC12', 'PC18')  | 0.140791   | -inf           | -inf        |       1033 |
| ('PC1', 'PC10', 'PC12', 'PC17')  | 0.202706   | -inf           | -inf        |       1032 |
| ('PC1', 'PC10', 'PC12', 'PC16')  | 0.117383   | -inf           | -inf        |       1031 |
| ('PC1', 'PC10', 'PC12', 'PC14')  | 0.136501   | -inf           | -inf        |       1029 |
| ('PC1', 'PC10', 'PC11', 'PC15')  | 0.104764   | -inf           | -inf        |       1022 |
| ('PC1', 'PC10', 'PC12', 'PC13')  | 0.166512   | -inf           | -inf        |       1028 |
| ('PC1', 'PC10', 'PC11', 'PC20')  | 0.108501   | -inf           | -inf        |       1027 |
| ('PC1', 'PC10', 'PC11', 'PC19')  | 0.119673   | -inf           | -inf        |       1026 |
| ('PC1', 'PC10', 'PC11', 'PC18')  | 0.128178   | -inf           | -inf        |       1025 |
| ('PC1', 'PC10', 'PC11', 'PC17')  | 0.190093   | -inf           | -inf        |       1024 |
| ('PC1', 'PC10', 'PC11', 'PC16')  | 0.10477    | -inf           | -inf        |       1023 |
| ('PC1', 'PC9', 'PC15', 'PC16')   | 0.0376414  | -inf           | -inf        |       1004 |
| ('PC1', 'PC9', 'PC14', 'PC19')   | 0.0716683  | -inf           | -inf        |       1002 |
| ('PC1', 'PC10', 'PC13', 'PC16')  | 0.152583   | -inf           | -inf        |       1038 |
| ('PC1', 'PC9', 'PC11', 'PC14')   | 0.0580823  | -inf           | -inf        |        976 |
| ('PC1', 'PC9', 'PC11', 'PC20')   | 0.0426957  | -inf           | -inf        |        982 |
| ('PC1', 'PC9', 'PC11', 'PC19')   | 0.053867   | -inf           | -inf        |        981 |
| ('PC1', 'PC9', 'PC11', 'PC18')   | 0.0623727  | -inf           | -inf        |        980 |
| ('PC1', 'PC9', 'PC11', 'PC17')   | 0.124287   | -inf           | -inf        |        979 |
| ('PC1', 'PC9', 'PC11', 'PC16')   | 0.0389643  | -inf           | -inf        |        978 |
| ('PC1', 'PC9', 'PC11', 'PC15')   | 0.038958   | -inf           | -inf        |        977 |
| ('PC1', 'PC9', 'PC11', 'PC13')   | 0.0880937  | -inf           | -inf        |        975 |
| ('PC1', 'PC9', 'PC12', 'PC14')   | 0.0706952  | -inf           | -inf        |        984 |
| ('PC1', 'PC9', 'PC11', 'PC12')   | 0.0528939  | -inf           | -inf        |        974 |
| ('PC1', 'PC9', 'PC10', 'PC20')   | 0.110176   | -inf           | -inf        |        973 |
| ('PC1', 'PC9', 'PC10', 'PC19')   | 0.121347   | -inf           | -inf        |        972 |
| ('PC1', 'PC9', 'PC10', 'PC18')   | 0.129853   | -inf           | -inf        |        971 |
| ('PC1', 'PC9', 'PC10', 'PC17')   | 0.191768   | -inf           | -inf        |        970 |
| ('PC1', 'PC9', 'PC10', 'PC16')   | 0.106445   | -inf           | -inf        |        969 |
| ('PC1', 'PC9', 'PC12', 'PC13')   | 0.100707   | -inf           | -inf        |        983 |
| ('PC1', 'PC9', 'PC12', 'PC15')   | 0.0515709  | -inf           | -inf        |        985 |
| ('PC1', 'PC9', 'PC14', 'PC18')   | 0.0801741  | -inf           | -inf        |       1001 |
| ('PC1', 'PC9', 'PC13', 'PC17')   | 0.1721     | -inf           | -inf        |        994 |
| ('PC1', 'PC9', 'PC14', 'PC17')   | 0.142089   | -inf           | -inf        |       1000 |
| ('PC1', 'PC9', 'PC14', 'PC16')   | 0.0567657  | -inf           | -inf        |        999 |
| ('PC1', 'PC9', 'PC14', 'PC15')   | 0.0567593  | -inf           | -inf        |        998 |
| ('PC1', 'PC9', 'PC13', 'PC20')   | 0.0905084  | -inf           | -inf        |        997 |
| ('PC1', 'PC9', 'PC13', 'PC19')   | 0.10168    | -inf           | -inf        |        996 |
| ('PC1', 'PC9', 'PC13', 'PC18')   | 0.110185   | -inf           | -inf        |        995 |
| ('PC1', 'PC9', 'PC13', 'PC16')   | 0.086777   | -inf           | -inf        |        993 |
| ('PC1', 'PC9', 'PC12', 'PC16')   | 0.0515772  | -inf           | -inf        |        986 |
| ('PC1', 'PC9', 'PC13', 'PC15')   | 0.0867707  | -inf           | -inf        |        992 |
| ('PC1', 'PC9', 'PC13', 'PC14')   | 0.105895   | -inf           | -inf        |        991 |
| ('PC1', 'PC9', 'PC12', 'PC20')   | 0.0553086  | -inf           | -inf        |        990 |
| ('PC1', 'PC9', 'PC12', 'PC19')   | 0.0664798  | -inf           | -inf        |        989 |
| ('PC1', 'PC9', 'PC12', 'PC18')   | 0.0749856  | -inf           | -inf        |        988 |
| ('PC1', 'PC9', 'PC12', 'PC17')   | 0.1369     | -inf           | -inf        |        987 |
| ('PC1', 'PC10', 'PC13', 'PC15')  | 0.152576   | -inf           | -inf        |       1037 |
| ('PC1', 'PC10', 'PC13', 'PC17')  | 0.237906   | -inf           | -inf        |       1039 |
| ('PC1', 'PC9', 'PC10', 'PC14')   | 0.125563   | -inf           | -inf        |        967 |
| ('PC1', 'PC11', 'PC14', 'PC20')  | 0.0588223  | -inf           | -inf        |       1084 |
| ('PC1', 'PC11', 'PC16', 'PC17')  | 0.121296   | -inf           | -inf        |       1090 |
| ('PC1', 'PC11', 'PC15', 'PC20')  | 0.039698   | -inf           | -inf        |       1089 |
| ('PC1', 'PC11', 'PC15', 'PC19')  | 0.0508692  | -inf           | -inf        |       1088 |
| ('PC1', 'PC11', 'PC15', 'PC18')  | 0.059375   | -inf           | -inf        |       1087 |
| ('PC1', 'PC11', 'PC15', 'PC17')  | 0.12129    | -inf           | -inf        |       1086 |
| ('PC1', 'PC11', 'PC15', 'PC16')  | 0.0359666  | -inf           | -inf        |       1085 |
| ('PC1', 'PC11', 'PC14', 'PC19')  | 0.0699936  | -inf           | -inf        |       1083 |
| ('PC1', 'PC11', 'PC16', 'PC19')  | 0.0508756  | -inf           | -inf        |       1092 |
| ('PC1', 'PC11', 'PC14', 'PC18')  | 0.0784993  | -inf           | -inf        |       1082 |
| ('PC1', 'PC11', 'PC14', 'PC17')  | 0.140414   | -inf           | -inf        |       1081 |
| ('PC1', 'PC11', 'PC14', 'PC16')  | 0.0550909  | -inf           | -inf        |       1080 |
| ('PC1', 'PC11', 'PC14', 'PC15')  | 0.0550846  | -inf           | -inf        |       1079 |
| ('PC1', 'PC11', 'PC13', 'PC20')  | 0.0888336  | -inf           | -inf        |       1078 |
| ('PC1', 'PC11', 'PC13', 'PC19')  | 0.100005   | -inf           | -inf        |       1077 |
| ('PC1', 'PC11', 'PC16', 'PC18')  | 0.0593814  | -inf           | -inf        |       1091 |
| ('PC1', 'PC11', 'PC16', 'PC20')  | 0.0397043  | -inf           | -inf        |       1093 |
| ('PC1', 'PC11', 'PC13', 'PC17')  | 0.170425   | -inf           | -inf        |       1075 |
| ('PC1', 'PC12', 'PC13', 'PC16')  | 0.0977151  | -inf           | -inf        |       1102 |
| ('PC1', 'PC12', 'PC14', 'PC16')  | 0.0677038  | -inf           | -inf        |       1108 |
| ('PC1', 'PC12', 'PC14', 'PC15')  | 0.0676975  | -inf           | -inf        |       1107 |
| ('PC1', 'PC12', 'PC13', 'PC20')  | 0.101446   | -inf           | -inf        |       1106 |
| ('PC1', 'PC12', 'PC13', 'PC19')  | 0.112618   | -inf           | -inf        |       1105 |
| ('PC1', 'PC12', 'PC13', 'PC18')  | 0.121124   | -inf           | -inf        |       1104 |
| ('PC1', 'PC12', 'PC13', 'PC17')  | 0.183038   | -inf           | -inf        |       1103 |
